accX,accY,accZ,gyroX,gyroY,gyroZ
-0.81,0.01,1.19,86.12,71.89,-39.76
-0.94,0.22,1.25,68.59,69.79,-8.66
-0.77,0.21,1.17,70.49,85.21,33.08
-0.71,0.21,1.11,122.86,159.97,54.54
-0.42,0.22,1.23,87.35,184.61,93.89
0.01,0.02,1.82,-9.36,148.49,135.18
0.18,-0.14,1.92,-26.52,134.86,169.23
0.65,-0.68,2.00,7.45,189.64,185.56
0.90,-0.52,2.00,26.25,199.63,140.37
0.85,-0.16,2.00,-38.00,160.39,116.75
0.78,-0.00,2.00,-57.73,133.37,125.63
1.01,0.01,1.76,-71.30,115.51,139.11
1.25,-0.11,1.75,-75.48,124.38,136.92
1.46,-0.33,1.90,-94.09,86.71,114.18
1.74,-0.42,1.89,-80.94,32.27,50.87
1.77,-0.13,1.78,-61.45,-12.71,-26.34
1.55,0.16,1.60,-29.74,-63.63,-88.41
1.26,0.44,1.28,5.73,-82.29,-111.39
1.17,0.17,1.14,29.66,-78.09,-122.00
1.03,-0.07,1.03,74.52,-76.59,-163.99
0.81,-0.22,0.95,69.85,-99.24,-211.31
0.78,-0.15,1.17,53.63,-133.32,-250.00
0.63,-0.10,1.22,54.64,-146.09,-250.00
0.81,-0.08,1.45,64.21,-91.41,-250.00
0.94,-0.09,1.96,52.39,-39.47,-230.08
1.09,-0.66,2.00,-36.24,-51.77,-179.91
1.35,-1.01,2.00,-40.53,-79.47,-173.92
1.31,-1.25,2.00,-20.47,-93.39,-198.12
0.91,-1.03,2.00,-28.76,-138.76,-237.60
0.49,-0.58,1.95,-68.20,-175.13,-250.00
0.12,-0.23,1.53,-76.10,-157.34,-239.65
-0.26,-0.17,1.41,-72.66,-113.20,-219.87
-0.57,-0.07,1.37,-73.13,-87.74,-205.16
-0.82,-0.00,1.23,-70.89,-58.92,-193.41
-1.23,0.15,1.22,-42.92,-7.34,-183.68
-1.54,0.56,1.28,9.03,30.07,-143.15
-1.61,0.74,1.01,8.65,27.30,-47.15
-1.22,0.19,1.14,-53.23,35.23,65.02
-0.75,-0.53,1.33,-20.68,66.47,102.48
-0.45,-0.49,1.49,13.44,69.05,89.26
-0.24,-0.01,1.65,4.48,37.70,81.67
-0.22,0.31,1.57,-1.50,25.51,104.58
0.28,0.18,1.94,-14.14,70.43,162.38
0.74,-0.17,2.00,-31.30,97.56,188.06
1.24,-0.52,2.00,-12.47,104.02,170.94
1.37,-0.28,2.00,51.12,102.87,106.29
1.25,0.12,2.00,47.04,80.00,60.07
1.01,0.45,2.00,32.80,77.92,34.21
0.80,0.71,1.72,20.58,68.82,26.08
0.67,0.61,1.48,-7.23,48.48,34.19
0.73,0.33,1.35,-10.67,26.96,24.34
0.75,0.30,0.96,15.58,12.02,-10.94
0.73,0.36,0.65,1.63,15.36,-40.85
0.73,0.40,0.67,-16.47,29.63,-66.68
0.81,0.33,0.93,-8.50,26.86,-89.68
0.87,0.30,0.95,20.52,-14.22,-108.88
0.95,0.09,0.73,17.81,-84.27,-124.18
0.94,-0.21,0.68,22.05,-116.39,-151.00
0.74,-0.12,1.03,104.40,-129.86,-180.92
0.67,0.32,0.98,117.12,-189.46,-183.77
0.59,0.76,0.95,0.82,-250.00,-127.29
1.37,0.12,1.61,-90.17,-151.09,-32.81
1.74,-0.63,2.00,-16.84,16.43,-24.38
1.72,-1.02,2.00,6.10,39.60,-55.20
1.25,-0.68,2.00,9.60,-98.28,-107.35
0.72,-0.21,2.00,-33.57,-228.49,-123.54
0.53,-0.17,1.96,-106.06,-230.48,-110.33
0.46,-0.29,1.59,-119.46,-139.83,-125.12
0.24,-0.15,1.62,-105.84,-56.94,-160.97
0.01,0.01,1.73,-106.88,-44.51,-175.91
-0.20,-0.03,1.51,-108.59,-78.84,-176.61
-0.41,-0.18,1.14,-135.44,-106.70,-158.49
-0.42,-0.56,0.99,-120.89,-78.70,-160.58
-0.62,-0.58,1.02,-61.53,-31.07,-180.73
-0.87,-0.07,1.18,-47.07,-88.01,-151.80
-0.78,0.17,0.68,-80.91,-164.72,-90.00
-0.52,0.35,0.56,-73.33,-88.04,-54.53
-0.75,0.91,1.24,-29.98,22.83,-5.29
-0.51,0.91,2.00,-18.86,-1.43,99.65
0.07,0.40,2.00,-29.90,-62.69,168.55
0.81,-0.40,1.79,-46.57,-31.62,178.94
1.38,-1.07,2.00,-44.79,100.66,131.12
1.33,-0.82,2.00,-4.92,176.62,29.82
0.69,0.34,2.00,46.14,150.65,-30.32
0.42,0.92,2.00,19.53,91.12,-0.37
0.39,0.90,2.00,5.18,48.45,75.57
0.65,0.18,1.38,49.11,79.79,125.21
0.76,-0.11,1.17,85.35,111.79,109.48
0.72,-0.06,1.04,98.40,116.81,72.40
0.53,0.22,0.82,59.64,72.56,49.88
0.51,0.34,0.72,-1.51,22.36,59.33
0.63,0.36,0.76,-14.13,-15.80,63.71
0.81,0.18,0.76,-1.53,-28.36,45.74
0.98,0.09,0.81,6.57,-49.48,4.75
1.34,0.29,0.89,-30.01,-90.31,-41.69
1.51,0.41,1.18,-19.96,-72.45,-74.28
1.44,0.21,2.00,18.46,-10.60,-77.00
1.68,-0.17,2.00,54.13,2.98,-93.68
1.31,-0.63,2.00,-12.59,-71.80,-130.20
0.97,-0.76,2.00,-0.63,-117.07,-176.86
0.68,-0.52,2.00,43.56,-112.53,-211.79
0.29,-0.27,1.65,39.51,-93.87,-231.52
-0.01,0.06,1.17,15.61,-65.36,-224.99
-0.09,0.21,1.03,-31.83,-44.85,-185.16
-0.13,0.11,1.03,-52.29,-29.01,-148.24
-0.25,0.07,0.95,-52.44,-23.19,-122.88
-0.36,-0.03,0.85,-59.02,-33.36,-92.42
-0.46,-0.14,0.75,-38.29,-19.25,-60.23
-0.51,-0.15,0.75,-8.29,11.64,-26.14
-0.46,-0.20,1.02,-13.01,22.00,8.50
-0.43,-0.16,1.21,-23.46,-8.22,31.31
-0.38,-0.06,1.30,-23.93,-27.85,49.30
-0.14,0.10,1.49,-13.12,-28.87,61.97
-0.28,0.47,1.45,21.81,-3.69,53.95
-0.14,0.52,1.93,-38.29,6.95,115.41
0.23,0.13,2.00,-80.38,4.33,172.45
0.84,-0.71,2.00,-71.12,14.18,175.83
1.32,-0.87,2.00,10.41,8.35,73.49
1.00,-0.12,2.00,51.16,11.57,-24.51
0.53,0.51,1.96,55.39,46.76,-43.87
0.18,0.86,1.75,53.45,82.46,-4.39
0.20,0.68,1.68,35.53,77.49,50.87
0.37,0.48,1.42,29.91,42.71,74.20
0.43,0.30,1.10,19.99,16.99,74.47
0.46,0.31,0.87,17.78,15.10,69.69
0.50,0.27,0.81,30.36,27.65,67.69
0.61,0.21,0.96,45.36,26.12,64.15
0.85,0.03,1.08,30.59,-14.60,46.20
1.00,0.00,1.04,10.60,-72.26,0.96
0.97,0.01,0.92,8.82,-101.17,-47.98
0.89,0.08,1.11,38.50,-78.19,-77.42
1.27,0.42,1.42,68.17,-74.48,-101.30
0.88,0.13,1.62,27.13,-47.99,-119.93
0.92,0.24,2.00,28.18,-1.88,-123.91
0.53,0.33,2.00,38.41,-20.74,-91.82
0.62,0.00,2.00,12.95,-80.70,-55.46
0.62,-0.27,1.80,-16.24,-86.20,-65.59
0.60,-0.18,1.50,-24.37,-69.60,-95.51
0.35,0.14,1.23,-34.16,-50.07,-113.69
0.29,0.36,1.08,-49.48,-35.26,-95.03
0.42,0.16,1.13,-69.95,-21.74,-67.07
0.51,-0.16,1.29,-70.98,-8.59,-73.96
0.36,-0.18,1.44,-61.02,-2.61,-101.26
0.24,-0.08,1.64,-68.50,-22.22,-106.39
0.17,0.02,1.47,-25.33,-46.89,-106.19
0.14,-0.01,1.10,-19.76,-58.13,-94.86
0.27,-0.15,1.02,-24.24,-39.54,-95.59
0.32,-0.28,1.15,-3.85,1.53,-118.64
0.42,-0.26,1.59,6.29,10.49,-146.22
0.34,0.33,1.55,54.76,-27.98,-180.63
0.08,0.49,1.05,-37.97,-75.61,-136.56
0.49,0.07,1.29,-95.60,-29.32,-101.04
0.51,-0.18,1.83,-100.56,19.40,-103.09
0.58,-0.06,2.00,-89.84,-14.44,-117.26
0.58,0.19,1.92,-89.98,-76.37,-121.49
0.58,0.26,1.29,-112.12,-104.49,-119.09
0.65,0.19,1.10,-150.23,-46.58,-102.13
0.72,-0.05,1.75,-171.90,21.77,-88.49
0.78,-0.21,2.00,-111.91,36.55,-100.73
0.66,-0.23,2.00,-53.12,-2.69,-142.33
0.56,-0.23,1.88,-55.05,-48.55,-165.32
0.50,-0.19,1.48,-43.37,-73.73,-189.64
0.49,-0.25,1.11,-46.67,-62.07,-201.48
0.52,-0.23,1.05,-46.04,-40.85,-217.15
0.61,-0.20,1.00,-63.26,-34.36,-233.62
0.63,-0.21,1.02,-79.30,-16.53,-247.57
0.68,-0.02,1.37,-99.65,-13.81,-246.16
0.72,0.23,1.76,-128.42,-80.17,-232.85
0.91,0.28,1.83,-177.68,-180.10,-207.83
1.10,0.08,1.73,-183.85,-190.49,-206.92
1.25,0.23,1.68,-133.84,-125.18,-204.51
1.43,0.27,1.93,-80.35,-52.44,-194.11
1.35,0.38,2.00,-33.51,-31.56,-189.86
1.24,0.50,2.00,-33.17,-64.18,-167.25
1.23,0.33,1.71,-34.91,-88.60,-156.51
1.17,0.07,1.55,-32.97,-49.07,-160.24
0.90,0.02,1.78,15.10,-8.69,-174.16
0.51,0.10,1.62,34.58,-44.39,-178.60
0.22,0.21,1.13,-6.59,-83.85,-166.68
0.04,0.20,1.13,-39.31,-64.48,-162.58
-0.12,0.48,1.44,-30.01,-45.59,-143.03
0.06,0.62,1.25,-38.91,-71.33,-87.82
0.57,0.25,1.13,-61.62,-85.47,-35.80
0.93,-0.08,0.85,-31.85,-60.13,-30.16
1.17,-0.18,0.70,-43.63,-37.62,-42.21
1.40,-0.19,1.08,-61.56,-30.88,-62.36
1.30,0.00,0.97,-41.39,-37.96,-96.61
1.06,0.04,0.91,-62.54,-26.57,-109.98
0.75,0.08,1.42,-36.90,-11.56,-119.75
0.52,0.32,1.34,-15.43,-28.48,-124.15
0.32,0.50,1.14,-42.50,-50.30,-123.44
0.06,0.70,1.26,-56.69,-52.59,-93.44
0.08,0.51,1.09,-32.52,-56.60,-52.37
0.10,0.23,1.04,-51.11,-80.67,-39.33
-0.01,0.10,1.12,-98.11,-115.12,-42.76
-0.22,0.29,1.31,-96.58,-128.49,-22.50
-0.33,0.31,1.11,-80.25,-128.68,31.44
-0.23,0.11,1.03,-104.71,-97.18,96.08
0.10,-0.30,1.37,-132.77,-54.09,126.90
0.34,-0.38,1.57,-110.34,-3.59,122.64
0.49,-0.35,1.98,-74.94,61.60,118.79
0.55,-0.14,2.00,-13.68,113.24,112.80
0.73,-0.26,2.00,-6.34,123.89,107.53
0.84,-0.25,2.00,-3.81,103.82,65.78
0.75,0.11,2.00,2.94,102.62,29.90
0.64,0.53,2.00,50.48,133.50,26.73
0.55,0.77,1.81,89.09,170.07,45.09
0.45,0.74,1.77,81.49,186.85,67.63
0.41,0.58,1.80,43.01,156.79,77.29
0.33,0.51,1.51,8.64,101.47,76.99
0.27,0.53,1.27,1.50,75.03,84.19
0.42,0.42,1.09,-4.01,75.01,104.55
0.78,0.06,1.14,-21.56,69.31,103.64
1.12,0.04,1.27,-20.03,40.45,64.87
1.09,0.23,1.32,-26.95,-21.39,35.84
1.07,0.22,1.22,-12.61,-92.97,34.91
1.11,0.06,0.84,29.97,-94.80,16.90
1.24,0.08,0.81,38.49,-54.03,-26.36
1.19,-0.10,1.45,-30.06,-26.03,-56.53
1.30,-0.12,2.00,25.46,11.43,-97.56
0.69,-0.11,2.00,71.38,20.73,-112.72
0.51,-0.35,2.00,39.98,-39.30,-90.93
0.55,-0.55,2.00,3.73,-79.98,-99.48
0.48,-0.47,2.00,-9.90,-82.53,-129.20
0.36,-0.30,1.85,-13.59,-70.18,-162.01
0.21,-0.03,1.51,-36.16,-37.54,-168.26
0.05,0.14,1.43,-12.37,12.85,-150.63
-0.03,0.14,1.28,17.04,46.02,-124.90
-0.01,-0.04,1.17,7.38,39.84,-104.41
-0.04,-0.20,1.00,-12.73,12.07,-98.67
-0.25,-0.30,0.96,-29.18,2.43,-82.48
-0.33,-0.27,1.17,-24.57,-14.16,-45.36
-0.28,-0.19,1.12,-8.03,-54.77,-5.80
-0.23,-0.16,0.91,-4.90,-90.03,18.78
-0.10,-0.02,0.72,15.24,-75.48,17.98
-0.32,0.58,0.94,82.09,-26.47,1.31
-0.24,0.96,1.57,33.16,-49.04,77.47
0.16,0.61,2.00,-36.93,-64.29,121.57
0.41,-0.15,2.00,2.92,51.03,89.78
0.34,-0.11,2.00,92.86,169.85,12.86
0.13,0.24,2.00,125.97,153.57,-33.20
0.11,0.55,2.00,100.98,78.70,-27.71
0.19,0.56,1.94,35.78,26.09,4.71
0.32,0.31,1.22,-0.31,52.49,29.19
0.53,0.22,1.07,-19.04,104.13,35.82
0.54,0.29,1.38,-75.74,47.94,53.63
0.60,0.23,1.12,-51.05,-40.61,73.74
0.61,0.11,0.56,-11.89,-67.59,68.52
0.53,0.25,0.75,-36.07,-63.70,61.62
0.52,0.36,1.26,-30.04,-110.08,54.19
0.51,0.30,0.96,-0.22,-168.11,42.37
0.52,0.05,0.84,-8.60,-136.45,30.33
0.54,-0.03,1.59,4.07,-93.37,-1.76
0.62,0.37,1.88,19.65,-106.64,-41.11
0.47,0.35,2.00,-16.87,-82.47,-25.84
0.52,-0.01,2.00,-21.35,-46.13,2.78
0.68,-0.57,2.00,-25.62,-12.19,14.75
0.72,-0.60,2.00,39.94,-12.66,-42.82
0.33,0.21,1.92,77.51,-26.45,-88.62
-0.05,0.79,1.40,45.56,-2.33,-62.10
-0.09,0.81,1.45,13.74,31.59,13.12
0.13,0.30,1.48,45.64,43.79,49.20
0.20,-0.20,1.25,64.34,38.96,27.15
-0.02,-0.44,1.06,74.58,48.29,-26.10
-0.36,-0.10,0.99,81.70,65.08,-52.58
-0.54,0.21,0.88,85.97,67.92,-26.15
-0.40,0.08,0.93,57.02,56.85,37.44
-0.11,-0.34,1.01,32.73,19.41,62.51
-0.14,-0.37,0.83,37.63,-5.74,42.53
-0.13,0.07,0.77,40.10,10.23,37.61
-0.56,0.85,0.84,67.32,51.93,55.84
-0.34,0.58,1.66,-80.50,44.64,198.78
0.45,-0.55,2.00,-124.84,29.91,249.99
1.23,-1.42,2.00,-83.09,46.10,212.01
1.04,-0.55,2.00,45.51,14.75,67.78
0.39,0.41,2.00,52.31,7.06,44.18
0.14,0.63,2.00,43.11,47.74,85.96
0.09,0.54,2.00,52.93,58.85,116.27
0.13,0.49,1.82,55.37,44.70,126.27
0.16,0.56,1.38,48.11,17.30,133.42
0.18,0.53,1.01,33.34,-4.88,153.31
0.27,0.30,0.61,60.82,9.78,169.70
0.55,0.03,0.42,77.26,35.00,163.61
0.90,0.06,0.26,61.71,11.28,144.25
1.13,0.11,0.30,7.49,-37.57,123.63
1.08,0.08,0.42,-20.57,-54.86,79.75
0.81,0.25,1.08,-28.00,-40.70,44.56
0.96,0.54,1.90,-18.83,-98.78,16.75
0.42,0.62,2.00,-37.68,-140.44,2.98
0.30,-0.02,2.00,-25.73,-83.48,43.27
0.64,-0.85,2.00,-60.79,-37.80,69.27
0.91,-1.38,2.00,-42.86,-22.51,-21.92
0.41,-0.15,1.92,-7.23,-9.57,-135.09
-0.18,0.69,1.47,-45.94,24.21,-129.58
-0.22,1.11,1.63,-47.58,102.18,-39.05
0.18,0.65,1.86,-12.10,133.90,41.80
0.52,-0.10,1.84,-38.57,83.18,56.59
0.67,-0.45,1.56,-52.83,24.84,15.58
0.41,-0.41,1.27,-15.25,25.28,-48.72
0.08,-0.07,1.15,35.02,27.98,-78.80
-0.14,0.30,1.00,77.21,11.06,-65.19
-0.17,0.32,0.99,62.37,-28.88,-12.66
-0.12,-0.17,1.24,47.42,-55.80,23.03
-0.23,-0.30,1.61,90.74,-44.09,27.41
-0.10,0.12,1.64,149.35,-59.04,20.50
-0.58,0.89,1.45,124.81,-73.17,56.86
-0.28,0.34,2.00,19.57,-55.76,187.64
0.17,-0.53,2.00,11.10,-17.48,231.11
0.82,-1.17,2.00,-15.92,-34.66,183.74
0.88,-0.71,2.00,15.85,-39.86,50.60
0.48,0.29,1.65,32.55,30.44,-28.47
-0.18,1.02,1.83,29.93,124.16,-7.19
-0.52,1.23,2.00,99.16,174.67,81.66
-0.40,0.64,2.00,86.94,164.23,178.72
-0.07,-0.17,2.00,27.29,101.60,204.33
0.03,-0.28,2.00,37.43,67.37,186.16
-0.03,-0.07,1.77,53.57,56.79,192.79
0.02,-0.07,1.39,63.82,63.42,222.95
0.26,-0.32,1.15,48.83,64.52,234.09
0.45,-0.44,0.89,27.11,32.65,203.96
0.48,-0.25,0.68,-2.04,26.70,170.84
0.50,0.02,0.73,16.27,50.77,154.82
0.58,0.18,0.67,36.89,79.92,143.33
1.12,0.16,0.99,-17.01,77.22,106.89
0.79,0.21,1.68,-48.42,62.29,54.45
0.61,0.67,2.00,14.15,18.32,44.70
0.55,0.60,2.00,15.33,-75.68,74.96
1.02,-0.44,1.99,-134.29,-193.63,85.56
1.10,-1.16,1.72,-161.95,-208.26,-25.76
0.43,-0.61,1.84,-114.53,-84.48,-125.85
-0.43,0.09,1.86,-37.83,35.68,-116.40
-0.59,-0.05,2.00,-15.32,74.89,-48.74
-0.41,-0.42,2.00,-21.19,38.64,-26.32
-0.24,-0.45,1.83,-35.55,3.66,-51.05
-0.50,-0.01,1.56,-30.72,-14.77,-62.86
-0.59,0.36,1.49,-0.52,-7.22,-38.68
-0.53,0.49,1.44,26.52,1.81,1.74
-0.35,0.35,1.40,30.14,-11.66,30.81
-0.27,0.08,1.25,19.66,-25.88,26.86
-0.38,0.15,1.47,41.95,-7.74,27.21
-0.43,0.23,1.53,135.83,20.45,45.37
-0.44,0.21,1.57,144.33,8.48,66.02
-0.42,0.12,1.64,74.35,-48.52,96.04
-0.19,0.05,1.82,72.65,-68.47,121.07
-0.07,0.14,1.94,115.17,-24.00,139.63
0.05,0.11,2.00,50.08,-44.45,166.44
0.20,-0.12,2.00,-33.84,-106.48,195.53
0.58,-0.49,2.00,-17.33,-75.26,184.17
0.77,-0.53,2.00,3.44,7.32,142.78
0.64,-0.38,2.00,39.73,66.75,92.43
0.29,0.07,2.00,91.80,76.17,73.83
0.11,0.17,2.00,95.71,52.79,104.99
0.33,-0.05,1.81,51.86,25.31,136.18
0.70,-0.36,1.57,23.88,-14.64,116.49
0.80,-0.15,1.15,30.89,-34.29,62.23
0.65,0.27,0.99,55.59,-26.38,37.81
0.45,0.53,0.74,121.35,8.83,37.27
0.29,0.63,0.89,124.34,36.31,56.18
0.47,0.35,1.29,58.37,-36.54,66.32
0.58,0.00,1.09,27.63,-125.58,29.58
0.61,0.25,0.98,61.82,-118.44,-18.43
0.17,0.55,1.04,162.03,-81.40,-39.28
0.51,0.75,0.62,158.65,-61.76,21.43
0.84,0.22,1.14,61.61,8.92,57.42
0.75,-0.29,1.95,19.44,23.41,27.81
0.75,-0.34,2.00,-29.10,24.93,1.30
0.77,-0.23,2.00,1.46,51.85,-24.60
0.41,0.17,2.00,70.48,79.37,-45.78
0.11,0.40,1.85,2.53,104.06,-7.29
0.17,0.09,2.00,-91.39,69.63,36.10
0.31,-0.22,2.00,-130.46,-0.72,31.11
0.19,-0.13,1.79,-86.03,-27.57,-14.02
-0.04,0.30,1.32,-31.58,-4.53,-29.88
-0.18,0.44,1.20,-12.95,22.80,4.85
-0.10,0.18,1.25,14.00,23.54,33.28
-0.09,0.05,1.18,54.47,23.52,28.50
-0.12,0.13,1.17,73.87,13.91,25.01
-0.12,0.14,1.13,65.38,-4.55,50.33
0.05,-0.08,1.28,97.63,16.97,65.98
-0.08,0.23,1.26,157.07,36.18,40.07
-0.12,0.76,1.13,62.16,7.19,75.10
0.23,0.52,1.88,-32.03,-3.45,147.29
0.34,-0.09,2.00,0.25,29.34,173.16
0.63,-0.53,2.00,41.97,48.93,138.08
0.60,-0.01,2.00,65.54,39.88,62.54
0.41,0.40,1.85,35.71,25.47,39.94
0.36,0.48,1.44,11.23,37.00,54.15
0.27,0.17,1.37,3.77,78.96,55.81
0.07,0.30,1.95,8.59,116.17,38.99
-0.00,0.53,2.00,-0.85,71.27,46.78
-0.00,0.47,1.71,3.44,10.96,76.14
0.16,0.17,1.05,23.52,6.90,97.02
0.40,-0.10,0.90,47.63,48.45,90.54
0.60,-0.17,0.98,29.88,31.13,55.32
0.62,-0.13,1.08,-29.66,-34.74,11.38
0.54,0.13,1.07,-11.76,-80.31,-13.59
0.59,0.23,0.73,36.20,-52.89,-19.16
0.81,0.61,0.73,66.06,20.65,-24.56
0.38,0.29,1.62,-11.26,68.56,-5.31
0.65,0.22,2.00,-38.45,36.54,18.23
0.95,-0.08,2.00,-32.72,-19.33,3.81
0.85,-0.12,2.00,-7.35,-25.51,-44.17
0.65,0.05,1.94,-23.22,17.25,-67.57
0.36,0.24,2.00,-18.49,50.63,-73.79
0.19,0.44,2.00,-19.49,34.47,-61.50
0.19,0.26,1.83,-37.90,6.85,-51.50
0.16,0.04,1.67,-8.97,14.36,-62.90
-0.11,-0.01,1.43,19.42,25.19,-79.58
-0.39,0.07,1.39,0.85,16.40,-72.67
-0.55,0.18,1.53,-4.07,-5.93,-41.39
-0.55,0.08,1.53,22.69,-18.80,2.76
-0.57,-0.19,1.33,64.87,-24.30,38.64
-0.49,-0.35,1.07,69.27,-37.39,56.08
-0.40,-0.35,1.05,42.45,-39.86,63.98
-0.28,0.03,1.10,45.60,-36.17,57.03
-0.32,0.22,1.08,1.58,-36.00,83.43
0.14,0.04,1.45,-44.36,-11.30,120.38
0.23,-0.32,2.00,-48.93,62.10,126.01
0.44,-0.43,2.00,-20.07,77.96,117.10
0.63,-0.09,2.00,57.24,17.95,77.26
0.64,0.26,1.90,44.72,-17.49,53.74
0.58,0.42,1.64,-25.44,6.58,68.53
0.63,0.26,1.78,-24.73,43.06,83.12
0.69,0.20,1.79,-9.48,47.45,74.97
0.66,0.29,1.58,-13.68,2.98,56.65
0.55,0.39,1.22,-26.08,-37.12,45.69
0.51,0.52,0.96,-29.76,-52.05,44.52
0.56,0.47,0.93,-29.62,-46.22,51.92
0.57,0.37,0.97,28.68,-31.33,42.86
0.69,0.33,0.96,47.04,-41.07,34.00
0.76,0.11,0.89,33.52,-71.74,7.10
0.91,0.19,0.99,35.34,-69.11,-28.83
0.67,0.21,1.32,34.79,-17.78,-66.70
0.36,0.22,2.00,19.84,32.10,-71.63
-0.38,0.07,2.00,-13.72,31.30,-15.63
0.00,-0.77,2.00,-75.44,5.07,72.49
0.40,-1.33,2.00,-0.72,10.49,29.54
0.28,-0.78,1.69,50.06,-2.44,-68.60
-0.25,-0.02,1.00,36.36,-22.35,-120.22
-0.55,0.60,0.72,-52.93,-26.50,-79.90
-0.51,0.75,0.88,-117.36,-7.26,7.94
-0.28,0.33,1.28,-104.87,30.08,92.48
0.10,-0.60,1.71,-40.36,32.66,109.89
0.23,-0.75,1.74,28.13,16.44,53.20
-0.03,-0.36,1.78,22.75,-36.38,20.35
-0.13,-0.08,1.67,45.76,-74.71,28.07
0.06,0.43,1.41,86.53,-53.93,17.81
-0.29,0.26,2.00,13.96,-47.22,77.22
-0.15,0.02,2.00,19.95,-43.37,145.27
0.07,-0.49,2.00,5.39,-7.35,212.27
0.56,-1.02,2.00,9.19,-28.33,185.97
0.63,-0.57,1.94,67.49,-57.75,72.66
0.27,0.20,1.27,24.83,-32.18,14.30
-0.02,0.47,1.42,-49.17,13.37,34.06
-0.07,0.57,1.92,-13.62,35.70,87.12
0.07,0.35,1.68,53.96,10.73,140.65
0.36,-0.18,1.32,44.85,-16.30,165.60
0.57,-0.65,1.19,52.62,-7.83,126.98
0.40,-0.49,1.26,82.44,16.08,65.07
0.07,-0.05,1.58,104.70,2.11,48.18
0.03,0.05,1.40,105.31,-45.91,61.09
0.21,-0.06,1.08,91.64,-68.95,49.84
0.19,0.03,1.06,54.84,-57.61,36.57
0.19,0.29,1.41,40.93,-44.32,56.08
0.06,0.58,1.56,29.96,-40.78,123.85
0.14,0.21,1.76,-33.33,-52.08,234.34
0.41,-0.47,1.79,-30.98,-50.42,249.99
0.57,-0.68,1.54,16.06,2.41,249.99
0.52,-0.77,1.79,27.57,65.06,204.08
0.24,-0.49,2.00,59.06,71.93,142.56
0.05,-0.25,2.00,63.14,20.37,109.16
-0.03,-0.08,1.67,61.13,-41.18,86.26
-0.03,-0.05,1.52,21.61,-74.36,80.00
0.05,-0.17,1.43,20.84,-68.69,67.89
-0.02,-0.23,1.60,48.30,-34.46,58.08
-0.14,0.09,1.56,142.59,-8.48,59.57
-0.19,0.15,1.28,138.75,-1.80,97.05
-0.06,-0.10,1.25,40.70,-28.67,133.52
0.06,-0.25,1.21,-6.61,-40.93,126.35
-0.03,-0.12,1.52,-18.82,-19.76,117.88
-0.09,0.13,1.60,16.59,-13.34,137.00
0.01,-0.02,1.60,21.61,7.60,177.89
0.15,-0.39,1.80,34.58,34.03,183.53
0.15,-0.35,2.00,60.07,39.65,166.42
0.18,-0.19,2.00,61.98,8.00,171.66
0.26,-0.21,1.81,94.57,-5.60,179.79
0.36,-0.42,1.66,113.16,27.79,174.98
0.38,-0.43,1.77,131.20,71.25,149.35
0.24,-0.12,2.00,139.31,84.98,132.07
0.12,0.18,2.00,135.35,61.89,149.15
0.24,0.10,2.00,103.58,15.17,181.60
0.57,-0.17,1.95,66.32,-8.03,172.86
0.84,-0.18,1.83,26.28,-11.78,133.69
0.82,0.04,1.91,-19.04,1.10,93.10
0.79,0.33,2.00,10.65,33.88,58.49
0.62,0.39,1.89,44.91,100.04,14.66
0.23,0.38,1.80,43.26,157.90,-25.55
-0.09,0.57,2.00,11.74,156.55,-30.78
-0.17,0.92,2.00,59.66,60.26,-25.53
